tag_code,box_code
AC3A4JCF76HFZY,RHI2GX
WMXJZGA6C4SAWE,ETLSPN
HNFF5VFEFKZ33E,WAWX0Z
43UZ2W3EQBB77B,6BGNKF
X74BHAWTYK2SXM,8VY73O
QJ52M5PUXGAR62,YM46C4
YFCXHYF3SNB5DX,5XWK5Y
PAGETNZ7THRYUC,63L6L1
8ACVUYH7ZQ54FN,1WMNXN
D92QS72HZTFHE9,P8CQP9
QQZTAETCA5SGA7,CEA4I7
RBDFAANTGNFSM8,37021D
FQQ8SARD5JTVYV,3TZC69
V6MGX3Z9H6AYYA,PLLX4R
63BESCFNVCJDM3,C2RU4N
57X5XEBCGV79WD,TE1CYB
MGCN7GVNWW32QQ,YTH0BB
726NTV2ZVEFAHT,WOOKWQ
KQM7UY2W9E3WW4,5RTAE4
YP79GHTE4WHAU8,QAQBAG
P9K68YP9ZNZGY7,GILGRH
2K7URJ3JM55J2H,GV1RES
V2U5M3HECEU4S7,TZ84MR
JUD7RD6ZEF8AAR,7M79AQ
SWAMDKRG6CZDP2,0RURTK
3EZYWKY7RXHHKQ,XLILYS
X5DSTQHSDZ7E7D,RNI05O
JJEU36STTE79AD,OFIYQZ
YH5ZBMMDWPSMAV,47FXOU
5D39JS4J9U89G8,Q5NL8N
5DH74J4DK8WHFE,ECRUJM
E2YNTS598HS36J,I0T8LS
VDG94ABK47PCS7,OX4B78
DYNE57XCXBP7SN,T21ZOS
9E49PDZ2UV6KS4,YIGWGS
4XQETST4JVAP6X,IUTMSU
VCEGQXVSQEU4GE,ZGTGOX
DDDZT9KM528ABJ,R61AQE
25GQEPXQJQJW73,XRFNOH
H86KB9XW3WHAVG,0ED2AU
GAUASG2C3E32YY,4GPLLW
2YBRAWD5E45NVQ,S6GTKW
XXSHSSP7MHUPYB,WFQ9GL
JFY5BE5Q9HH2FF,D69PB1
5RBNPRFZ97QT37,FPRLN8
6FVZUGT2UK5EKN,9TCPCJ
WRSQ2M4J3JZ344,LGIEZO
JEVFUBD9JZ76MB,IMKWPU
46ZYV4Y8NX8XW6,WYZDH0
AMAGH4S46UE8WW,OQDTX2
XZQ8TXMBKSKU34,C0L0F9
EEJ9VEHX7Y5A2G,JUICC9
FUYZX9ABU735DT,W64QOM
2UVUSFTBMZH5BS,DGJVRE
HA8763ZUAGPEQY,J280GJ
GVY384Q7HSSGSC,9U8KIN
YM4FRA3SBU2WNT,V5PH8C
2TAMBFYNZ2XMAC,0XY83S
DPV4JBTT7T5ZYB,LNO2BB
7RHH254T7NFGMK,2O1TOY
P6TKRQVYVF69TX,CIHQ5G
TGK7FARAZ8RDWW,9E1Q1R
3EW3MWA4US8F6N,SZOKAF
UD2QMGBCSA3P44,LS9YZH
UBA3F3TVMAQ2EK,6N3DGI
RYXTZJ9FYTS6NY,OPIQH4
PGZ5EMTY94EGGC,VN8GM1
3YCQD2TUDZ33EK,HS2LG1
PB3JMV76P8V5RT,390XZE
YB6YBHHV3BSBTP,WE58O6
K6MSB52QAG7EWT,HMFSMR
D2RBKFNV8JYDJ2,8656OX
3RCPTQ5MCKFHEE,7DHE1F
2287HYCUTZ6SR6,11T509
54ZBFRKFJ2C7H6,CAZBKD
NZQCBM8RFTJNKW,DZ8ULR
RM62Q7QBKPG4YJ,2ZFTRA
6EDNB5K3VBA6T5,64APAI
URKFQ2AV5263FB,45Z32L
DVTGP3KWG5M6AN,1DP2RH
7MNJVZ6NMY6E4D,3O55JW
RMVM2C5XVUNWRY,4CNLUP
3UBTMB682AB43W,J3GREL
R7RHW5CZ2GQPFU,NCFO17
3ZCMJ3EYSTN5SS,5W8PFV
KPUC7RCY7HWAQE,VL2KQ3
YN8SX3K5AUCPC4,610V7C
R9PVDZA45ZNP7M,QAWCU9
VC2J4XEN2RUZHH,DGK62G
Q6DQ2NK9USCY2D,8TRX7J
6XFPC9WM8CY9AG,34TCLT
JB8468WH3CGRVZ,NNORWU
FF9RSFURQSD4D9,VE0Q95
62EYNTD3EB6VV2,HH2R34
DWHFAY2ZVGVQD5,PKPZ3Y
WYX4ATSCHNKKGF,K76BUW
JVYVJMZFHGMM3A,5X3VTG
Q4REEAG7BAPCPP,C6E00L
HCRWSKRG9MRQ63,BVW950
TTS8GKBDR7UA62,9WMS6E
Y5E7PW929SEGHB,X1W6UJ
YDHN2HEJV3X4X4,WWWZMS
GGMKB5FNNNUCPY,KV3QQD
K68STXJJGZSXJS,HJ07NE
EJZUQQYAZDTXGJ,IX0U8K
2FJRZ67ZJGFH7E,38XT6L
CJJQXMRG2UJVRG,V9JT04
77679FR4JHM8B9,JVNF66
HZXV6NQBRTQ4EQ,HKQJV1
4XJMGBWQW7BTMF,DE7XMW
S3TZCBYT72WGDE,4EMZ0K
QVJ94Q9278DVVV,RIQ551
4BFYCKDK89R7X3,NPHZ03
HZFJ96KA5XZ5WS,4BYX00
CMGM9UQRPD2NQC,13R2Z7
DACUPXNYCBRJGT,2927AU
HN6C4DKP2J537M,ZQ9NX1
CCKVBQ5GAHJFSG,2XNMI1
FWTEGBNCUWW38G,GFU997
8KRCCE8PU85XJM,CG8E9Y
MBTM65A4EPERQQ,YFGYX8
J8WM5GM7SAZF37,RJQVM5
STRRN7V53THX76,96YJDA
FD8FHUPQFPE93A,2L5KLX
TR5KSWANRXJJBF,HSHZ5L
MXWRK5VK8NFVTZ,7F5SJK
AR7TDGJYCW7XMN,43Y1VS
7W5HE9G6YZFZ9B,DXNSK0
V3KTXZPA3PTKVP,YZCNN5
APH3P95Q4AYQMH,AY15Q6
R7SQW3EW93HXC9,ZG850X
8K4CETNEZF7JCG,XL3H13
F6D3WGPYATUMYP,T2LVVM
7M4XWGYKYXQYBZ,3ACC0J
BZZA9VHBD7B59B,2PSY9O
AB3AGQP8KF4EKJ,FPVRGP
Z3CWE2BDT8AW9W,1HJDNP
SRVG8P7NG9K9M3,34O0PH
BMVAHEB42S23FA,APU0L8
ASY4YGE8AY4B2W,FUC4O8
3NPD9PXQZ98P7X,9AUL6X
ZANEBW9NRX43PB,XOPUKR
5J27TBF52EEENR,5K5WFQ
CV7SMSERB2U8YK,ZHJ5WY
9C3HP3RF5539QP,QC8DJ5
FX3H9EH93VBXNM,5L439L
SNZAZT6FR4E6UJ,7VREC4
4AUGMHB4JB464Q,4F1AV7
RBZFDQNZM4WKXZ,N16528
Z2P2EUGGMJN5V3,9MR9EU
2MSJZHVG6THDVD,5CJIVG
9ETJPNCW739A4Z,14BE5U
8EFZ85FAN44HFY,JMYSCG
DKWHRKDMQ65WVB,M7WLRC
TAGT3V8YPUNJVQ,HGASXN
DXANPKDUQ6FB7K,GP4PPP
9FBWVKBC2E346F,RXYYYQ
KNXJTGTA6DRZR8,1Z3H57
HGJ2UUV8HDYTF2,BYGCUI
GD2H45XJHK2P7Y,ANJQ7L
SYRHMMMWJYANNB,G1WYRV
HXDJTHMDY3VWDG,GXMA78
RHZ9E83SPZYHDN,50IHZH
GTE6VYMU2D6VRT,61H1B2
KBQJ5H29C6K7PD,B36BD6
2G5KQ932YUZEZK,0FMJIF
84HWWP4TA2CJRT,G8FMZ8
2SFZP55KZZD9JY,WZ8FIK
2JTEHHVC65N23Z,VK3JKA
C62TCADJ46UNUM,8KXIDT
UGA5MN7T55253U,95ZH99
98VWRKEARBK92T,26XWFF
QH3JMG5GYYPG2Z,QI10QD
NCJMQ8PWTG9WP5,FFLVEE
33WSW5CZR5MG6K,RNPP5J
TCCJPASBW9F9AW,EAQVUE
AVNSF9DH35JV65,R9TMZ7
C7ZXJ476JW4NS3,UL40XU
VJ328HUXJGCXYW,FI8RVQ
V96GUZ3PPPEFUU,WPEWGO
MGA7ZUMRTPCNV6,KRR23J
R32X4K9YY7N5Q7,2RKR76
WTFBJDTZR4S7XP,IU88UR
57Q3THPP3BCEFH,FPC3S4
C9EYASHEV5SK8B,GTHGSZ
VWFKPDTJGTVV47,VPOZCB
DEFRSMZASWHGYP,PXVQIV
MARCBN8PZ9RBAW,O4187V
EM4HRFKAGXN5C2,IOFIYP
SG8ZZZU95JZA8T,888Y8K
384C6Z624Y87PP,P90PYN
5FPQGP78G8BWF3,XPPMCN
XJ8HEB9G2S3QN8,JN6HWB
RPHT5JUCQNJNXU,5OQYTA
5RENEH7UAMRUQE,G729JE
USWGRKCSAZM7SC,4X93HN
P6Q8US4UKMME92,CN1F8X
GGKA7U64DHTTRE,2EAQZ1
NWUF2FNBZ8RWW9,PBFDT8
68XJHDKRHUU64B,5IJ63S
JDHGDGP6C7W3K6,GIYBDR
788EPJU9V28Q9S,VU6RTJ
T4Z2MQ9NJMZGD7,RWJ9R1
SG9GE99AF4MYHZ,11T88N
2D2JS7YHFFV344,0KMKA3
TU95Z6UMXHUEWH,KJDNNB
CUW8ZVD9AB6N7Y,XCVVB2
FZ78485KWATSEQ,IR0QEX
WFFQFZMVKCV7SC,QBJH38
K8JTYT8YWESDXV,FGZIKI
BN46SCTAJ46ZHW,ZW7DWH
HX5BR769SVWGMZ,1T7Y8F
68MQJE5R4MQHF8,1HJNS3
VZJ6RZYUSAQSEH,16YJXD
72Q677BWYDYEYM,6OV53E
HSCGXWJ2DQR46V,2VSBD3
2AGDYE2QUAZ2XV,N0NM4B
7YGTTWMWED884Y,KNDUXM
QJSW4T4PEZESGF,056MLF
TRPNTVJ29UXJ2E,648C4G
YVT27BKWYCJDCY,FWDXR4
UX2T67CF3NTSVW,0BYDD2
83BYGE357K27BY,LZCQBH
F6QVSZ86A4XJFC,DM1ZDU
YEQ8FE9TZNNGB6,0WFM6L
KF8XAH642ZX6JG,VQEU23
VF38SWZUY39EXV,U8ZB17
D5V3JUEGAYQXGA,1WGBM0
R4CZY7ES4HXSKV,1WOWHA
HZS34ECBQSKXMF,LDJNX6
QA4QEQ9YCJHCVM,98MFR8
QMQS9X74ZPJKF8,6U700Y
R46J7XGYXNUNWZ,Q1J6YB
T6ZE8Y4PPQ32KM,XY3XTQ
DT73BEPZT84FV2,A2TLGN
H4YMHBPTGAS8GT,KICN1T
JTAFUQZKPJ8G7C,QAGPK6
MUXHMN8R4JTEQD,K5MIK4
NSEFW5CEGCHUZX,GKJ4A1
QR6DX9DF9CPKDN,D33CGJ
4UDCBYG2T3HCAD,8BQXWX
882FWP2GC2CF27,RVFCJ6
PUFRJPXBVAV8PU,PJAV9E
DAPEAYNKEW8QDC,7MBDPY
Y6PNJCQHEGB5CF,6676RB
ZPCAXV64P2QJHF,I6B6XU
6TUGB5NGJ3U9Y2,8GUKNF
3TRAJT7TYAS68H,82D6R6
PEFU8A5RUSVEDG,QN8FOJ
U3R9ESADB3DPUR,W939QZ
XHEBFRJNWSRHE8,A752PP
DBQNQYJQA2BDKM,5JTFLM
JHUVM8GQ72DR84,M1VXCY
A3972UMXSUR2V5,JSCEMZ
HRG78GH4WCCXBD,MYW2OE
CDK9HP8KWTMYXK,Y56HHS
MP8YENCNUN4RE3,531VDB
FGDZE2UXP9SNS2,3ZTQEY
GZQE6F3CP6GH4Z,24VOD0
HPD3NGAQFHXAMS,PYK6UG
HX3PJV9NX3G4SM,PO8LML
7BRGDUG3TEXSYJ,PM1GDJ
CPWFZ6MSQ3XCGH,QX95XP
FR6GCKBCNPZ3UH,AGMP03
QEPV7CXB26V5B4,BW956I
V52HDM8SMP69AB,6OH398
5949GT2AE4KQTK,9WVYM4
Y9JSV6SD46R9SW,C71QJP
SDXNTJY8HQWSFY,CSNX8D
DC7FSHG2J3NSSC,I0C9RV
S5R6G85CTGZBXR,6RZAMQ
C2CHJ77UDPGPXT,K9ZN2J
DFKPFGYDSC2Y8S,DT30PP
D2KUHD4ZA5EFA9,H65K9L
2YFKAMGENV9VWB,63BVV2
ZAGQGV538RNHGA,MLNTQP
7GUPAT727E8Z98,2IHVAV
JHYVDFNQKDR2XC,GX9REY
C27ZDAY45A9PN9,KXJ0ZK
UHXPMJCW56EMXR,YXMJFT
8Q2B2PCWEJZYCS,MJLK9F
45U6VUJGF8QDR9,G0XHMF
V9JAPNVS5RNPAT,VD0021
Q5JZFMPJA2NR7Q,ERBC92
YJEYYBBUVAG4ZU,4TQYD4
H4936JJTBA54X6,8BT8RQ
2AKSZEHSUDXEUN,9ZPKLA
P73Y5437ARES5U,O72MP1
Y2M8JJ6G83T8RM,U88WNP
QXKNQ3EPBNJ33M,0HI41K
BZB2DCMRGJYWZB,IMI482
KWTEDHDUV95TNJ,KY8WZ4
XCDQNQJJCVFPWW,PNVA1B
DW7G9658DH3GV2,N7Z0CS
CY42PVC7P8WNSM,E3THZ4
2RJW2U43BJP485,CDIHK7
HRPXUWYNCR9R2X,MK1FWL
CJEV2RTQJYVC4N,D0R8TF
2HUN5AU3SKEDTN,EZYA5O
UAN49YAAQECTDQ,Z7MH50
TU2S2UNQYT7CSG,RAM9K1
ENUGETXEXGJURM,XHCM69
FR8BNADA5Y8A8M,IHSBGK
KDZG2HYSYZ5TA6,UQNPK5
R9KQFRD8N5WJBF,ZRX0T4
YEWNCT3VC4NKPU,K8VXN9
R95X97UDGGQUGH,WYNY44
RE87RJEKDNSJB7,Z7FB5Z
TRCNJURKBDMKBH,N04FRV
ASFEQ5HA7VH4JD,LZLRTA
PH87QBP5PAXMCH,8URLZL
F9XGBWAMHFVJP4,MVA5RB
6ANHHP65J5BC2X,G130K1
JPCTT4E3UMHMT8,Z691X3
T8GG3WFX5G85TF,QWBEGF
N6QPGVCHMH4JCJ,TA1POI
P8ZFEMKJ75F4T3,LOQC5J
T8YUSNGHVP4TG4,033F7Y
3ZXVHM6WEAVVP7,K3095K
4ME6FBT2D47K7G,K0W87X
JCQXGXVH6CGFB5,89PYW0
UNTRDBBCJZ3477,TTORBU
U2AZM7NB9JCB7R,AOZZA7
QMFPQJRH95WQ8Z,LSMO6H
D79AR7BB9Y3TH4,ZQCXE2
7TETZBHGDWTENP,F0DMMZ
H5P5J7PE35ZG79,TCBEO4
QHETESU4KEVCNS,PER3KP
K76VXXX43G3DJJ,I55LH1
V8GHCKKPMHJRX9,1I2XJ4
4PS3MTKWVAW7FU,C3L2EE
5KCVBUZQBXGGWQ,GVYTB6
XW7U47NFF6VGQ9,QATNVR
MRD6Z28D24SAAE,3HGEFT
YWD8447AXCM53X,0EFPFN
UZRTSJAJATMH4G,QDZNB2
GYYBEREF9XW83G,TUEB9X
Z279C846Y25F68,PP7250
YYAWVUH3QF2HY4,43QMPP
DW8WC2BPUENNMY,QJFENZ
Y5ZEG3UNDGGX38,9ELYWY
F5SGXZHQH7E3K6,01YV6K
A4MZ5WC9ZQ8NPH,K9RH0U
PNEYP4Q7GY5UQJ,EZSL4X
5YQA387MZ5J8ZM,46CO2N
U9EV44FRPPFFBG,LI6MGH
JCZUV28Z7YXTKX,FM5E71
JY79E6TG6AAKSF,GU6PPS
6ZUPDVH7PXDX3D,1AY1AN
KFMKKHJE966DXU,3X8IBP
9REWQCJTHZ9W5F,27JLFW
NRM2FRBYWX7ZK2,Z3G159
YWWCBQ8J82NXYV,MKTB65
TF2JXKUYXBCF6D,R0QGQY
UKZM5Z2AMNEREW,B3XEEQ
46MNADDM8XUSVS,IZKLSM
UFH5WHE6MXW22B,11ZCIE
P947VXNW4EW3PQ,Y2F15I
YVZVS5GDV2QHWJ,GUVCBW
UYN97DFPK6UWKB,5OZDH1
96WZGEXRVAK6CW,U541BL
ZK5GJHX5HGUFR3,8B74N5
QFJVHQYNXAH83A,8A8VEF
P4MJ2P93J2UKUY,YK2E9J
HYHDEEWB36BDPA,V0PLIG
DJER9DS7HPXXG3,TYFVUA
9JWXMRF5SZZVD2,BVFTHB
X3TTNRRHSEQHA8,RKLAC5
GAKM2JXHSSURB9,FMXP0Q
B2JJH7WR5CUPVM,FS7A90
FNQMSYUBMW6K87,EEDFW0
X6FREBTFASRZJ6,3BH9N2
7SGHBFJEE99P3A,X9LWZG
YSC7H7RWW77MQY,T6MLP8
HQH8RNWW47BTCC,M56M3M
AFS6VPD3PAYVHN,17X6OO
D4CP9KKJQ2ZBE5,OYTB0M
TSA6GCN6GZ3V95,643JUS
DYTHBRFZ3D7EAW,80VCWJ
SYAJ36QTGD76TV,4QPBAX
JMWTATTJEQ4P69,TAZ1A8
R39Y4UVCCJ6S8A,RL6O63
679NHMUTTNAKNT,IHYDD8
JRGZWK5C532KNC,CCKFKD
